,symboling,doornumber,wheelbase,carlength,carwidth,carheight,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,citympg,highwaympg,normalized_peakrpm,normalized_curbweight,label_fueltype,label_aspiration,fwd,rwd,4wd,dohc,dohcv,l,ohc,ohcv,rotor,1bbl,2bbl,4bbl,idi,mpfi,spdi,spfi,alfa,audi,bmw,buick,chevrolet,dodge,honda,isuzu,jaguar,maxda,mazda,mercury,mitsubishi,nissan,peugeot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo
93,1,4,94.5,170.2,63.8,53.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.0209065950341312,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,1,2,94.5,165.3,63.8,54.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.1611078154935726,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,1,2,94.5,165.6,63.8,53.3,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.0132243363788194,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,1,4,94.5,165.3,63.8,54.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.1226965222170133,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,1,4,94.5,170.2,63.8,53.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,0.9959392544043677,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,2,2,95.1,162.4,63.8,53.3,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.0516356296553786,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,0,4,97.2,173.4,65.2,54.7,4,120,3.33,3.47,8.5,97,27,34,0.15698176637058314,0.4447371958857424,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,0,4,97.2,173.4,65.2,54.7,4,120,3.33,3.47,8.5,97,27,34,0.15698176637058314,0.4869896184899576,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,0,4,100.4,181.7,66.5,55.1,6,181,3.43,3.27,9.0,152,17,22,0.15698176637058314,1.0360181599256169,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,0,4,100.4,184.6,66.5,56.1,6,181,3.43,3.27,9.0,152,17,22,0.15698176637058314,1.4220516573550372,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,0,4,100.4,184.6,66.5,55.1,6,181,3.43,3.27,9.0,152,19,25,0.15698176637058314,0.9687983966916381,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,3,2,91.3,170.7,67.9,49.7,6,181,3.43,3.27,9.0,160,19,25,0.15698176637058314,0.9899246079937457,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,3,2,91.3,170.7,67.9,49.7,6,181,3.43,3.27,7.8,200,17,23,0.15698176637058314,1.1205230051340471,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,1,2,99.2,178.5,67.9,49.7,6,181,3.43,3.27,9.0,160,19,25,0.15698176637058314,1.1205230051340471,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,0,4,107.9,186.7,68.4,56.7,4,120,3.46,3.19,8.4,97,19,24,0.26231806562901944,0.8919758101385196,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,0,4,107.9,186.7,68.4,56.7,4,152,3.7,3.52,21.0,95,28,33,2.0443423516273302,1.231915755636069,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,0,4,114.2,198.9,68.4,58.7,4,120,3.46,3.19,8.4,97,19,24,0.26231806562901944,1.2952943895423918,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,0,4,114.2,198.9,68.4,58.7,4,152,3.7,3.52,21.0,95,25,25,2.0443423516273302,1.6794073223079844,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,0,4,107.9,186.7,68.4,56.7,4,120,3.46,2.19,8.4,95,19,24,0.26231806562901944,0.9976068666490575,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,0,4,107.9,186.7,68.4,56.7,4,152,3.7,3.52,21.0,95,28,33,2.0443423516273302,1.337546812146607,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,0,4,114.2,198.9,68.4,56.7,4,120,3.46,2.19,8.4,95,19,24,0.26231806562901944,1.4009254460529297,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,0,4,114.2,198.9,68.4,58.7,4,152,3.7,3.52,21.0,95,25,25,2.0443423516273302,1.7850383788185222,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,0,4,107.9,186.7,68.4,56.7,4,120,3.46,3.19,8.4,97,19,24,0.26231806562901944,0.9976068666490575,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,0,4,107.9,186.7,68.4,56.7,4,152,3.7,3.52,21.0,95,28,33,2.0443423516273302,1.337546812146607,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,0,4,108.0,186.7,68.3,56.0,4,134,3.61,3.21,7.0,142,18,24,0.9955814303697883,1.1032379231595955,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,1,2,93.7,157.3,63.8,50.8,4,90,2.97,3.23,9.4,68,37,41,0.785931514369987,1.2244864493998953,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,1,2,93.7,157.3,63.8,50.8,4,98,3.03,3.39,7.6,102,24,30,0.785931514369987,0.8211678699960231,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,4,93.7,157.3,63.8,50.6,4,90,2.97,3.23,9.4,68,31,38,0.785931514369987,1.1303787808723251,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,1,4,93.7,167.3,63.8,50.8,4,90,2.97,3.23,9.4,68,31,38,0.785931514369987,1.08812635826811,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,1,4,93.7,167.3,63.8,50.8,4,98,2.97,3.23,9.4,68,31,38,0.785931514369987,0.7001722961748614,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,-1,4,103.3,174.6,64.6,59.8,4,122,3.35,3.46,8.5,88,24,30,0.26231806562901944,0.03949805181804228,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,3,2,95.9,173.2,66.3,50.2,4,156,3.59,3.86,7.0,145,19,24,0.26231806562901944,0.5040217480452711,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,3,2,94.5,168.9,68.3,50.2,4,151,3.94,3.11,9.5,143,19,27,0.785931514369987,0.42719916149215265,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,3,2,89.5,168.9,65.0,51.6,6,194,3.74,2.9,9.5,207,17,25,1.624531178369192,0.38494673888793746,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,3,2,89.5,168.9,65.0,51.6,6,194,3.74,2.9,9.5,207,17,25,1.624531178369192,0.38494673888793746,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,3,2,89.5,168.9,65.0,51.6,6,194,3.74,2.9,9.5,207,17,25,1.624531178369192,0.46945158409636784,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,1,2,98.4,175.7,72.3,50.5,8,203,3.94,3.11,10.0,288,17,28,1.3100563043694902,1.5564911838229947,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,0,4,96.1,181.5,66.5,55.2,4,132,3.46,3.9,8.7,90,23,31,0.05266814962921814,0.04500679339038808,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,2,2,96.1,176.8,66.6,50.5,4,132,3.46,3.9,8.7,90,23,31,0.05266814962921814,0.18354040160513949,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,3,2,99.1,186.6,66.5,56.1,4,121,3.54,3.07,9.31,110,21,28,0.2618067243704838,0.19673140183279714,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,2,4,99.1,186.6,66.5,56.1,4,121,3.54,3.07,9.3,110,21,28,0.2618067243704838,0.26779229439443175,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,3,2,99.1,186.6,66.5,56.1,4,121,2.54,2.07,9.3,110,21,28,0.2618067243704838,0.2908390703603673,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,2,4,99.1,186.6,66.5,56.1,4,121,3.54,3.07,9.3,110,21,28,0.2618067243704838,0.3887878682155934,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,3,2,99.1,186.6,66.5,56.1,4,121,3.54,3.07,9.0,160,19,26,0.785931514369987,0.48481610140699155,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,2,4,99.1,186.6,66.5,56.1,4,121,3.54,3.07,9.0,160,19,26,0.785931514369987,0.5597181232962821,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,2,2,93.7,156.9,63.4,53.7,4,97,3.62,2.36,9.0,69,31,36,0.4719679816288207,0.9709719137746041,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,2,2,93.7,157.9,63.6,53.7,4,108,3.62,2.64,8.7,73,26,31,1.520217561627827,0.8365323873066468,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,2,2,93.3,157.3,63.8,55.7,4,108,3.62,2.64,8.7,73,26,31,1.520217561627827,0.6060646276472913,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141,0,4,97.2,172.0,65.4,52.5,4,108,3.62,2.64,9.5,82,32,37,0.681617897628622,0.7885182707109477,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,0,4,97.2,172.0,65.4,52.5,4,108,3.62,2.64,9.5,82,28,33,1.520217561627827,0.7020928608386894,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143,0,4,97.2,172.0,65.4,52.5,4,108,3.62,2.64,9.0,94,26,32,0.15698176637058314,0.414008161264495,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,0,4,97.0,172.0,65.4,54.3,4,108,3.62,2.64,9.0,82,24,25,0.681617897628622,0.3275827513922367,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,0,4,97.0,172.0,65.4,54.3,4,108,3.62,2.64,7.7,111,24,29,0.681617897628622,0.08751216841374135,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,0,4,97.0,173.5,65.4,53.0,4,108,3.62,2.64,9.0,82,28,32,0.681617897628622,0.5100363944558931,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,0,4,97.0,173.5,65.4,53.0,4,108,3.62,2.64,9.0,94,25,31,0.15698176637058314,0.1931432249242793,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,0,4,96.9,173.6,65.4,54.9,4,108,3.62,2.64,9.0,82,23,29,0.681617897628622,0.260362988158258,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149,0,4,96.9,173.6,65.4,54.9,4,108,3.62,2.64,7.7,111,23,23,0.681617897628622,0.18136688452217342,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,1,2,95.7,158.7,63.6,54.5,4,92,3.05,3.03,9.0,62,35,39,0.681617897628622,1.0958086169234218,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,1,2,95.7,158.7,63.6,54.5,4,92,3.05,3.03,9.0,62,31,38,0.681617897628622,0.9901775604128839,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,1,4,95.7,158.7,63.6,54.5,4,92,3.05,3.03,9.0,62,31,38,0.681617897628622,1.0381916770085828,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,0,4,95.7,169.7,63.6,59.1,4,92,3.05,3.03,9.0,62,31,37,0.681617897628622,0.5292420410941727,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,0,4,95.7,169.7,63.6,59.1,4,92,3.05,3.03,9.0,62,27,32,0.681617897628622,0.5100363944558931,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,0,4,95.7,169.7,63.6,59.1,4,92,3.05,3.03,9.0,62,27,32,0.681617897628622,1.0648266298830362,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,0,4,95.7,166.3,64.4,53.0,4,98,3.19,3.03,9.0,70,30,37,0.681617897628622,0.9114344091959373,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,0,4,95.7,166.3,64.4,52.8,4,98,3.19,3.03,9.0,70,30,37,0.681617897628622,0.8576585986087544,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,0,4,95.7,166.3,64.4,53.0,4,110,3.27,3.35,22.5,56,34,36,1.3105676456280257,0.5388448644133126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,0,4,95.7,166.3,64.4,52.8,4,110,3.27,3.35,22.5,56,38,47,1.3105676456280257,0.5388448644133126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,0,4,95.7,166.3,64.4,53.0,4,98,3.19,3.03,9.0,70,38,47,0.681617897628622,0.8864670685661739,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,0,4,95.7,166.3,64.4,52.8,4,98,3.19,3.03,9.0,70,28,34,0.681617897628622,0.8326912579789909,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,0,4,95.7,166.3,64.4,52.8,4,98,3.19,3.03,9.0,70,28,34,0.681617897628622,0.7981210940300876,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,1,2,94.5,168.7,64.0,52.6,4,98,3.19,3.03,9.0,70,29,34,0.681617897628622,0.7424247187790766,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,1,2,94.5,168.7,64.0,52.6,4,98,3.19,3.03,9.0,70,29,34,0.681617897628622,0.675204955545098,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,1,2,94.5,168.7,64.0,52.6,4,98,3.24,3.08,9.4,112,26,29,3.092080590367801,0.5580505110515922,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,1,2,94.5,168.7,64.0,52.6,4,98,3.24,3.08,9.4,112,26,29,3.092080590367801,0.4908307478176135,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,2,2,98.4,176.2,65.6,52.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.029895228498902464,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,2,2,98.4,176.2,65.6,52.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.037577487154214315,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,2,2,98.4,176.2,65.6,52.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.008769017196794876,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,2,2,98.4,176.2,65.6,52.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.23706325977318435,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,2,2,98.4,176.2,65.6,52.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.30428302300716303,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,2,2,98.4,176.2,65.6,53.0,4,146,3.62,3.5,9.3,116,24,30,0.681617897628622,0.8055504002662613,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,-1,4,102.4,175.6,66.5,54.9,4,122,3.31,3.54,8.7,92,29,34,1.9395173936274297,0.4408960665580865,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,-1,4,102.4,175.6,66.5,54.9,4,110,3.27,3.35,22.5,73,30,33,1.3105676456280257,0.14512910832858023,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,-1,4,102.4,175.6,66.5,53.9,4,122,3.31,3.54,8.7,92,27,32,1.9395173936274297,0.27188637614122574,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,-1,4,102.4,175.6,66.5,54.9,4,122,3.31,3.54,8.7,92,27,32,1.9395173936274297,0.27188637614122574,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,-1,4,102.4,175.6,66.5,53.9,4,122,3.31,3.54,8.7,92,27,32,1.9395173936274297,0.18738153093279541,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,3,2,102.9,183.5,67.7,52.0,6,171,3.27,3.35,9.3,161,20,24,0.15698176637058314,0.8074709649300893,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,3,2,102.9,183.5,67.7,52.0,6,171,3.27,3.35,9.3,161,19,24,0.15698176637058314,0.8842935514832078,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,-1,4,104.5,187.8,66.5,54.1,6,171,3.27,3.35,9.2,156,20,24,0.15698176637058314,1.1051584878234235,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,-1,4,104.5,187.8,66.5,54.1,6,161,3.27,3.35,9.2,156,19,24,0.15698176637058314,1.1435697810999828,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,2,2,97.3,171.7,65.5,55.7,4,97,3.01,3.4,23.0,52,37,46,0.681617897628622,0.565732769706904,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,2,2,97.3,171.7,65.5,55.7,4,109,3.19,3.4,9.0,85,27,34,0.2618067243704838,0.6656021322259581,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,2,4,97.3,171.7,65.5,55.7,4,97,3.01,3.4,23.0,52,37,46,0.681617897628622,0.5599710757154202,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,2,4,97.3,171.7,65.5,55.7,4,109,3.19,3.4,9.0,85,27,34,0.2618067243704838,0.6598404382344742,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,2,4,97.3,171.7,65.5,55.7,4,109,3.19,3.4,9.0,85,27,34,0.2618067243704838,0.5388448644133126,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,2,4,97.3,171.7,65.5,55.7,4,97,3.01,3.4,23.0,68,37,42,1.3105676456280257,0.4543400192048822,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
